Cell,Site,AltFreq,AltPos,PoiWin,HmmWin,PoiWinPr,HmmWinPr,HmmMidAlph,SwiRate,DivRate,PrStartA,PrA2B,PrB2A,PrSwiMajor,PrDivMajor,PvalSepRank,PvalSepPoi,MinSampSing,PrAlpha0,PrAlpha10,PrAlpha20,PrAlpha30,PrAlpha40,PrAlpha50,PrAlpha60,PrAlpha70,PrAlpha80,PrAlpha90,PrAlpha100,Swi40.60,Swi60.80,Swi80.100,Div40.60,Div60.80,Div80.100,PowSwi,PowAllA,PowAllB,PowAve,ClarityA,ClarityB,MinPow,SepBF,Pval1,Pval2,PrMix,PrAve,PrOut,PrSing,Comments,set
YKIC082511Loc_DoubleSound,1,609,6,Single,Divide,0.32,0.52,0.48,0.48,0.52,0.5,0.8,0.82,0.48,0.52,0,0,6,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0,1,0,1,1,0,0.62,1,1,1,0.38,0.39,0.6,-1.3495,0.6123,0.22,0.28,0.29,0.11,0.32,,JA
YKIC082611Loc_DoubleSound,1,609,6,Single,Divide,0.32,0.63,0.47,0.4,0.6,0.49,0.83,0.83,0.37,0.63,0.02,0,4,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,1,0,0,0,2,0,0.58,1,0.88,0.79,0.37,0.34,0.6,-0.4809,0.0469,0.22,0.27,0.29,0.11,0.32,,JA
YKIC090811_1Loc_DoubleSound,1,1100,-24,Single,Divide,0.31,0.92,0.41,0.16,0.84,0.52,0.82,0.82,0.08,0.92,0.03,0,3,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.13,0.13,0,0,0,0,0,2,0.62,1,1,1,0.36,0.38,0.6,39.019,0.4239,0.13,0.23,0.23,0.23,0.31,,JA
YKIC092911_1Loc_DoubleSound,1,609,6,Single,Divide,0.3,0.87,0.46,0.21,0.79,0.54,0.81,0.82,0.13,0.87,0,0,12,0.07,0.07,0.06,0.07,0.08,0.09,0.1,0.12,0.12,0.11,0.11,0,0,0,0,2,4,0.58,1,0.96,1,0.42,0.4,0.6,-1.8925,0.4077,0.01,0.27,0.28,0.16,0.3,,JA
YKIC082511Loc_DoubleSound,1,500,24,Average,Switch,0.48,0.83,0.47,0.74,0.26,0.19,0.82,0.82,0.83,0.17,0,0,8,0.09,0.08,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,1,0,2,0,0,0,0.62,1,1,0.96,0.4,0.39,0.6,21.9457,0.5584,0.02,0.23,0.48,0.02,0.27,,JA
YKIC102711_1Loc_DoubleSound,1,500,24,Mixture,Switch,0.57,0.8,0.46,0.73,0.27,0.59,0.8,0.79,0.8,0.2,0,0,9,0.08,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0,4,3,0,0,0,0.58,1,1,0.92,0.43,0.43,0.6,10.9537,0.6565,0.08,0.57,0.15,0,0.28,,JA
YKIC110411Loc_DoubleSound,1,1100,24,Outside,Switch,0.4,0.73,0.42,0.69,0.31,0.4,0.84,0.81,0.73,0.27,0.01,0.01,7,0.11,0.11,0.1,0.09,0.08,0.09,0.08,0.08,0.09,0.08,0.09,1,13,0,0,0,0,0.58,0.83,1,0.62,0.39,0.32,0.6,-2.302,0.5405,0.12,0.12,0.14,0.4,0.34,,JA
YKIC082511Loc_DoubleSound,1,903,-24,Single,Switch,0.41,0.91,0.46,0.82,0.18,0.74,0.81,0.81,0.91,0.09,0.01,0,5,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0,0,3,0,0,0,0.62,1,1,0.92,0.38,0.37,0.6,-1.3345,0.4953,0.17,0.29,0.25,0.05,0.41,,JA
YKIC092311_1Loc_DoubleSound,1,500,24,Average,Divide,0.97,0.94,0.55,0.14,0.86,0.51,0.81,0.8,0.06,0.94,0.04,0,2,0.08,0.08,0.09,0.1,0.11,0.11,0.12,0.11,0.08,0.07,0.07,0,0,0,0,0,4,0.54,1,1,1,0.38,0.43,0.5,22.4299,0.399,0.5,0.01,0.97,0,0.02,,JA
YKIC093011Loc_DoubleSound,1,609,-6,Average,Divide,0.92,0.99,0.58,0.07,0.93,0.5,0.82,0.81,0.01,0.99,0,0,9,0.06,0.07,0.1,0.12,0.14,0.14,0.1,0.08,0.07,0.06,0.06,0,0,0,0,0,8,0.5,1,1,1,0.48,0.54,0.5,53.5576,0.4313,0.08,0.07,0.92,0,0,,JA
YKIC082611_1Loc_DoubleSound,1,1100,-6,Average,Divide,0.68,1,0.34,0.04,0.96,0.49,0.82,0.81,0,1,0,0,12,0.17,0.2,0.18,0.12,0.08,0.05,0.05,0.04,0.04,0.04,0.04,0,0,0,0,0,18,0.46,1,1,1,0.51,0.57,0.5,18.7343,0.6835,0.24,0.3,0.68,0,0.02,,JA
YKIC092311Loc_DoubleSound,1,903,-24,Average,Divide,0.59,0.8,0.49,0.27,0.73,0.46,0.81,0.81,0.2,0.8,0,0,5,0.08,0.08,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.08,0.08,0,0,0,0,0,2,0.46,1,1,0.92,0.34,0.34,0.5,33.102,0.5086,0.44,0.12,0.59,0.11,0.18,,JA
YKIC090911_1Loc_DoubleSound,1,1100,-24,Average,Divide,0.43,0.99,0.46,0.08,0.92,0.49,0.81,0.82,0.01,0.99,0,0,6,0.06,0.07,0.06,0.06,0.07,0.09,0.11,0.13,0.12,0.11,0.12,0,0,0,0,0,5,0.5,1,1,1,0.45,0.49,0.5,90.6253,0.7158,0.16,0.16,0.43,0.09,0.32,,JA
YKIC082511Loc_DoubleSound,1,1100,-6,Average,Divide,0.39,0.55,0.46,0.46,0.54,0.52,0.81,0.78,0.45,0.55,0.01,0,4,0.08,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,1,0,0,0,1,0,0.46,1,1,0.88,0.35,0.38,0.5,16.688,0.2887,0.73,0.3,0.39,0.06,0.25,,JA
PSIC091410Loc_DoubleSound,1,500,6,Average,Divide,0.36,0.59,0.46,0.43,0.57,0.5,0.81,0.82,0.41,0.59,0.01,0.19,24,0.09,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,12,0,0,0.5,0.79,0.88,0.62,0.28,0.29,0.5,-0.7214,0.6258,0.32,0.2,0.36,0.09,0.35,,JA
YKIC120211Loc_DoubleSound,1,903,24,Average,Divide,0.34,0.74,0.48,0.29,0.71,0.61,0.82,0.81,0.26,0.74,0.01,0.02,4,0.1,0.11,0.1,0.1,0.11,0.1,0.09,0.08,0.08,0.07,0.07,0,0,0,0,6,0,0.46,1,1,0.75,0.32,0.37,0.5,3.1064,0.2957,0.42,0.21,0.34,0.13,0.31,,JA
YKIC090811_1Loc_DoubleSound,1,500,-24,Average,Divide,0.32,0.82,0.5,0.25,0.75,0.48,0.82,0.82,0.18,0.82,0.02,0,3,0.08,0.08,0.09,0.09,0.1,0.11,0.1,0.1,0.09,0.08,0.08,0,0,0,0,0,2,0.54,1,1,0.96,0.34,0.36,0.5,8.0663,0.2185,0.14,0.2,0.32,0.19,0.28,,JA
YKIC082511Loc_DoubleSound,1,500,-24,Average,Divide,0.3,0.85,0.49,0.23,0.77,0.49,0.81,0.82,0.15,0.85,0.01,0,5,0.07,0.07,0.08,0.07,0.08,0.1,0.11,0.13,0.12,0.1,0.09,0,0,0,0,1,3,0.54,1,1,1,0.42,0.41,0.5,-0.1245,0.4252,0.17,0.27,0.3,0.14,0.29,,JA
PSIC110910Loc_DoubleSound,1,609,24,Average,Divide,0.29,0.54,0.45,0.47,0.53,0.5,0.82,0.82,0.46,0.54,0.02,0,4,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,2,0,0,0.46,0.88,0.54,0.83,0.28,0.29,0.5,-0.1852,0.3102,0.44,0.27,0.29,0.17,0.27,,JA
YKIC090211_1Loc_DoubleSound,1,609,6,Mixture,Divide,1,1,0.48,0.04,0.96,0.48,0.82,0.82,0,1,0,0,14,0.14,0.12,0.09,0.1,0.11,0.11,0.09,0.07,0.06,0.05,0.04,0,0,0,0,0,21,0.46,1,1,1,0.6,0.49,0.5,105.1162,0.3121,0.12,1,0,0,0,,JA
YKIC102811_1Loc_DoubleSound,1,500,6,Mixture,Divide,1,1,0.31,0.06,0.94,0.48,0.81,0.82,0,1,0.02,0.03,7,0.09,0.05,0.05,0.05,0.05,0.06,0.07,0.08,0.1,0.14,0.28,0,0,0,0,0,12,0.67,1,0.5,0.62,0.33,0.32,0.5,4.5706,0.114,0.14,1,0,0,0,,JA
YKIC110411Loc_DoubleSound,1,500,-6,Mixture,Divide,0.94,0.72,0.45,0.34,0.66,0.55,0.75,0.81,0.28,0.72,0,0,21,0.09,0.07,0.07,0.08,0.09,0.09,0.09,0.1,0.1,0.11,0.12,3,0,0,2,9,2,0.5,1,1,0.96,0.54,0.53,0.5,25.9917,0.0378,0.15,0.94,0.01,0,0.05,,JA
YKIC102511_1Loc_DoubleSound,1,500,24,Mixture,Divide,0.92,0.79,0.49,0.29,0.71,0.49,0.82,0.78,0.21,0.79,0.02,0,4,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.08,0.07,0,0,0,1,1,2,0.46,1,1,1,0.41,0.39,0.5,0.1029,0.0635,0.3,0.92,0.03,0.01,0.04,,JA
YKIC110911Loc_DoubleSound,1,609,-6,Mixture,Divide,0.88,1,0.33,0.08,0.92,0.49,0.81,0.82,0,1,0,0,8,0.05,0.06,0.07,0.07,0.07,0.06,0.06,0.07,0.09,0.12,0.28,0,0,0,0,0,7,0.54,1,1,1,0.44,0.49,0.5,68.2942,0.4196,0.58,0.88,0.01,0.01,0.1,,JA
YKIC082511Loc_DoubleSound,1,500,6,Mixture,Divide,0.84,0.76,0.49,0.29,0.71,0.61,0.81,0.81,0.24,0.76,0.01,0,5,0.07,0.08,0.08,0.08,0.1,0.1,0.11,0.1,0.11,0.09,0.08,0,0,0,0,4,2,0.54,1,1,1,0.41,0.44,0.5,3.5166,0.1713,0.21,0.84,0.08,0.01,0.07,,JA
YKIC120111Loc_DoubleSound,1,609,6,Mixture,Divide,0.64,0.81,0.45,0.25,0.75,0.52,0.81,0.81,0.19,0.81,0,0,10,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0,0,0,0,1,2,0.46,1,0.88,0.79,0.34,0.32,0.5,2.9293,0.2372,0.62,0.64,0.16,0.04,0.15,,JA
YKIC102511Loc_DoubleSound,1,500,-6,Mixture,Divide,0.55,0.83,0.46,0.24,0.76,0.5,0.82,0.82,0.17,0.83,0.01,0,3,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0,0,0,0,0,2,0.54,1,0.96,0.79,0.33,0.35,0.5,21.941,0.4629,0.32,0.55,0.19,0,0.26,,JA
YKIC102511_1Loc_DoubleSound,1,609,24,Mixture,Divide,0.47,0.8,0.44,0.26,0.74,0.55,0.81,0.82,0.2,0.8,0.02,0,4,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.11,0.1,0,0,0,0,0,3,0.5,1,1,0.88,0.34,0.34,0.5,4.485,0.4175,0.31,0.47,0.12,0.12,0.3,,JA
YKIC102711_1Loc_DoubleSound,1,1100,24,Mixture,Divide,0.44,0.71,0.45,0.33,0.67,0.6,0.81,0.83,0.29,0.71,0.18,0.18,5,0.07,0.08,0.08,0.09,0.08,0.09,0.1,0.09,0.1,0.12,0.1,0,0,0,1,6,0,0.54,1,0.83,0.88,0.31,0.3,0.5,-1.8483,0.4341,0.08,0.44,0.26,0.02,0.28,,JA
YKIC082511Loc_DoubleSound,1,500,-6,Mixture,Divide,0.38,0.92,0.58,0.15,0.85,0.45,0.81,0.8,0.08,0.92,0,0,6,0.07,0.07,0.08,0.1,0.11,0.15,0.13,0.09,0.07,0.06,0.06,0,0,0,0,1,6,0.54,1,1,1,0.46,0.45,0.5,-1.186,0.2203,0.73,0.38,0.26,0.04,0.32,,JA
YKIC082411Loc_DoubleSound,1,609,24,Mixture,Divide,0.36,0.57,0.44,0.44,0.56,0.58,0.8,0.83,0.43,0.57,0.01,0.01,8,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.1,0.1,0.11,0.11,0,0,0,5,1,0,0.46,1,1,0.83,0.35,0.35,0.5,-2.8045,0.0677,0.04,0.36,0.29,0.08,0.27,,JA
YKIC102711_1Loc_DoubleSound,1,903,-24,Mixture,Divide,0.34,0.67,0.47,0.38,0.62,0.61,0.82,0.82,0.33,0.67,0.07,0.1,3,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0,0,0,2,8,0,0.5,0.5,1,0.88,0.31,0.29,0.5,-1.4761,0.156,0.13,0.34,0.28,0.05,0.33,,JA
PSIC031711Loc_DoubleSound,1,903,24,Mixture,Divide,0.3,0.6,0.46,0.42,0.58,0.49,0.82,0.8,0.4,0.6,0.05,0.18,13,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.08,0,0,0,4,0,0,0.46,0.58,0.92,0.58,0.28,0.28,0.5,-0.6514,0.0833,0.37,0.3,0.29,0.11,0.29,,JA
YKIC111011_1Loc_DoubleSound,1,609,24,Mixture,Divide,0.29,0.55,0.45,0.46,0.54,0.49,0.82,0.82,0.46,0.55,0.06,0.17,6,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,3,0,0,0.46,0.67,0.79,0.62,0.27,0.27,0.5,-2.4254,0.2266,0.07,0.29,0.29,0.14,0.27,,JA
YKIC082511Loc_DoubleSound,1,1100,24,Outside,Divide,0.95,0.72,0.43,0.32,0.68,0.51,0.79,0.82,0.28,0.72,0,0,6,0.07,0.07,0.07,0.07,0.08,0.08,0.09,0.11,0.11,0.12,0.13,0,0,0,0,5,0,0.46,1,1,0.96,0.43,0.4,0.5,0.0305,0.7191,0.02,0.01,0.01,0.95,0.03,,JA
YKIC113011_1Loc_DoubleSound,1,500,-6,Outside,Divide,0.89,0.96,0.42,0.13,0.87,0.51,0.81,0.82,0.04,0.96,0.05,0.03,4,0.07,0.07,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.1,0.18,0,0,0,0,0,3,0.5,0.58,1,0.75,0.31,0.33,0.5,-2.2036,0.0447,0,0.06,0.01,0.89,0.04,,JA
YKIC102811Loc_DoubleSound,1,1100,24,Outside,Divide,0.56,0.51,0.46,0.5,0.5,0.46,0.82,0.8,0.49,0.51,0,0,11,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,5,0,0,5,0,0,0.46,1,0.92,0.71,0.34,0.33,0.5,-1.7864,0.6458,0.44,0.11,0.08,0.56,0.25,,JA
YKIC113011Loc_DoubleSound,1,500,-6,Outside,Divide,0.45,0.89,0.43,0.19,0.81,0.51,0.81,0.82,0.11,0.89,0.04,0.02,4,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.1,0.11,0.11,0.12,0,0,0,0,0,3,0.5,0.88,1,0.62,0.3,0.33,0.5,3.7146,0.0413,0.33,0.16,0.12,0.45,0.26,,JA
YKIC081911Loc_DoubleSound,1,609,6,Outside,Divide,0.42,0.5,0.44,0.5,0.5,0.5,0.83,0.8,0.5,0.5,0,0,6,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,1,0,0,2,0,0,0.5,1,0.96,0.83,0.33,0.32,0.5,-1.5125,0.0702,0.22,0.18,0.13,0.42,0.27,,JA
YKIC111011_1Loc_DoubleSound,1,609,-6,Outside,Divide,0.36,0.64,0.44,0.39,0.61,0.47,0.82,0.81,0.36,0.64,0.07,0.09,9,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0,0,0,0,2,0,0.54,0.5,0.79,0.54,0.28,0.28,0.5,3.3067,0.1736,0.3,0.21,0.15,0.36,0.29,,JA
YKIC102811_1Loc_DoubleSound,1,609,24,Single,Divide,0.58,1,0.29,0.05,0.95,0.51,0.82,0.81,0,1,0,0,11,0.3,0.16,0.11,0.08,0.06,0.06,0.05,0.04,0.05,0.04,0.04,0,0,0,0,0,11,0.75,0.58,1,0.5,0.35,0.44,0.5,-1.5648,0.0036,0.64,0.18,0.09,0.15,0.58,,JA
YKIC110311Loc_DoubleSound,1,1100,6,Single,Divide,0.57,1,0.29,0.03,0.97,0.48,0.81,0.82,0,1,0,0,10,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.09,0.15,0.34,0,0,0,0,0,16,0.54,1,1,1,0.54,0.6,0.5,72.3928,0.6049,0.19,0.16,0.1,0.17,0.57,,JA
PSIC061511Loc_DoubleSound,1,609,6,Single,Divide,0.53,0.74,0.45,0.31,0.69,0.52,0.8,0.82,0.26,0.74,0.01,0.03,6,0.07,0.08,0.08,0.08,0.08,0.09,0.1,0.1,0.11,0.11,0.11,0,0,0,0,5,0,0.5,1,1,0.88,0.31,0.32,0.5,-0.5311,0.3356,0.21,0.25,0.21,0.01,0.53,,JA
YKIC113011Loc_DoubleSound,1,500,24,Single,Divide,0.52,0.96,0.4,0.13,0.87,0.52,0.81,0.82,0.04,0.96,0,0,6,0.18,0.12,0.09,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0,0,0,0,0,4,0.5,0.75,1,0.67,0.36,0.35,0.5,18.7938,0.7341,0.14,0.28,0.14,0.06,0.52,,JA
YKIC113011Loc_DoubleSound,1,609,24,Single,Divide,0.49,0.93,0.42,0.16,0.84,0.5,0.82,0.82,0.07,0.93,0,0,8,0.14,0.11,0.11,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0,0,0,0,0,3,0.5,0.92,1,0.92,0.34,0.35,0.5,33.5743,0.0427,0.14,0.3,0.19,0.02,0.49,,JA
YKIC111011Loc_DoubleSound,1,903,24,Single,Divide,0.47,0.84,0.46,0.22,0.78,0.5,0.82,0.8,0.16,0.84,0.03,0.06,8,0.11,0.1,0.11,0.1,0.1,0.09,0.09,0.08,0.08,0.07,0.07,0,0,0,0,6,6,0.54,1,1,0.75,0.36,0.3,0.5,-1.1673,0.4379,0.06,0.36,0.17,0,0.47,,JA
PSIC110910Loc_DoubleSound,1,903,6,Single,Divide,0.46,0.55,0.46,0.46,0.54,0.5,0.82,0.8,0.45,0.55,0.06,0.22,10,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0,0,0,4,0,0,0.46,0.75,0.96,0.79,0.28,0.28,0.5,-3.359,0.2417,0.13,0.28,0.23,0.03,0.46,,JA
YKIC102511Loc_DoubleSound,1,1100,-6,Single,Divide,0.46,0.97,0.46,0.13,0.87,0.5,0.81,0.82,0.03,0.97,0.02,0,3,0.07,0.07,0.07,0.08,0.08,0.09,0.1,0.11,0.11,0.11,0.11,0,0,0,0,0,4,0.5,1,1,0.62,0.33,0.39,0.5,14.6587,0.1377,0.32,0.25,0.25,0.03,0.46,,JA
YKIC110911Loc_DoubleSound,1,609,24,Single,Divide,0.46,0.8,0.46,0.25,0.75,0.52,0.82,0.81,0.2,0.8,0.01,0,5,0.11,0.1,0.1,0.11,0.1,0.09,0.08,0.08,0.08,0.08,0.07,0,0,0,0,0,3,0.46,1,1,0.79,0.35,0.34,0.5,1.4954,0.0639,0.09,0.28,0.24,0.01,0.46,,JA
YKIC120111Loc_DoubleSound,1,903,6,Single,Divide,0.46,0.62,0.44,0.4,0.6,0.54,0.83,0.82,0.38,0.62,0,0,6,0.12,0.11,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0,1,0,0,0,1,0.5,1,0.92,0.88,0.38,0.34,0.5,47.8746,0.0561,0.61,0.34,0.19,0.01,0.46,,JA
YKIC110111Loc_DoubleSound,1,500,24,Single,Divide,0.42,0.81,0.48,0.27,0.73,0.52,0.82,0.81,0.19,0.81,0.01,0,4,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0.07,0,0,0,0,3,2,0.54,1,1,0.96,0.44,0.36,0.5,3.7468,0.0498,0.3,0.2,0.38,0,0.42,,JA
PSIC101310Loc_DoubleSound,1,609,24,Single,Divide,0.41,0.71,0.45,0.34,0.66,0.48,0.81,0.82,0.29,0.71,0,0,8,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0,0,0,0,3,0,0.46,1,0.62,0.71,0.31,0.3,0.5,11.3841,0.042,0.34,0.27,0.31,0.01,0.41,,JA
PSIC102210Loc_DoubleSound,1,1100,-24,Single,Divide,0.41,0.75,0.46,0.3,0.7,0.55,0.81,0.81,0.25,0.75,0,0.01,8,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0,0,0,0,2,1,0.5,0.96,1,0.62,0.31,0.32,0.5,14.6168,0.5723,0.24,0.24,0.34,0.01,0.41,,JA
PSIC091710Loc_DoubleSound,1,609,24,Single,Divide,0.39,0.77,0.47,0.28,0.72,0.51,0.81,0.82,0.23,0.77,0,0,9,0.08,0.08,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0,0,0,0,8,0,0.46,1,0.71,0.83,0.34,0.32,0.5,1.3786,0.516,0.32,0.31,0.18,0.12,0.39,,JA
YKIC111111_2Loc_DoubleSound,1,1100,24,Single,Divide,0.39,0.68,0.45,0.36,0.64,0.49,0.82,0.81,0.32,0.68,0.04,0.06,4,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0,0,0,0,2,0,0.5,0.79,0.5,0.79,0.3,0.29,0.5,0.524,0.3053,0.5,0.29,0.25,0.08,0.39,,JA
YKIC111111_2Loc_DoubleSound,1,903,24,Single,Divide,0.39,0.62,0.46,0.41,0.59,0.49,0.81,0.81,0.38,0.62,0.01,0.05,7,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0,0,0,0,2,0,0.46,0.67,0.5,0.75,0.28,0.29,0.5,3.4635,0.1625,0.5,0.29,0.27,0.05,0.39,,JA
YKIC111011_1Loc_DoubleSound,1,500,6,Single,Divide,0.38,0.85,0.41,0.21,0.79,0.49,0.82,0.81,0.15,0.85,0,0,7,0.14,0.13,0.11,0.1,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0,0,0,0,0,5,0.46,1,0.46,0.79,0.32,0.31,0.5,10.6493,0.6711,0.54,0.18,0.14,0.3,0.38,,JA
YKIC092311_1Loc_DoubleSound,1,1100,-24,Single,Divide,0.37,0.97,0.4,0.12,0.88,0.49,0.82,0.82,0.03,0.97,0,0,7,0.07,0.07,0.07,0.08,0.07,0.07,0.09,0.09,0.11,0.13,0.15,0,0,0,0,0,3,0.46,1,1,1,0.39,0.41,0.5,84.5042,0.0816,0.49,0.23,0.22,0.18,0.37,,JA
YKIC102811Loc_DoubleSound,1,903,24,Single,Divide,0.37,0.57,0.45,0.44,0.56,0.63,0.79,0.82,0.43,0.57,0.03,0.06,10,0.07,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.11,0.11,0.1,1,0,0,7,2,0,0.46,1,0.88,0.83,0.37,0.31,0.5,-1.7541,0.0066,0.44,0.15,0.12,0.37,0.37,,JA
PSIC092010Loc_DoubleSound,1,903,-6,Single,Divide,0.36,0.58,0.45,0.43,0.57,0.54,0.81,0.82,0.42,0.58,0.02,0.07,9,0.09,0.09,0.08,0.08,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0,0,0,0,3,0,0.46,0.79,0.88,0.71,0.29,0.29,0.5,3.632,0.8243,0.68,0.26,0.22,0.16,0.36,,JA
PSIC111010Loc_DoubleSound,1,1100,6,Single,Divide,0.36,0.58,0.46,0.43,0.57,0.52,0.8,0.82,0.42,0.58,0.04,0.1,9,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.11,0,0,0,3,1,0,0.54,0.54,0.88,0.54,0.28,0.31,0.5,-2.2318,0.0166,0.2,0.28,0.29,0.07,0.36,,JA
PSIC110210Loc_DoubleSound,1,500,-24,Single,Divide,0.35,0.53,0.46,0.48,0.52,0.49,0.82,0.81,0.47,0.53,0.01,0.03,8,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0,0,0,2,0,0,0.5,0.75,0.54,0.46,0.29,0.29,0.5,-2.1849,0.0293,0.08,0.28,0.26,0.11,0.35,,JA
YKIC110111Loc_DoubleSound,1,1100,-6,Single,Divide,0.35,0.98,0.36,0.12,0.88,0.5,0.82,0.82,0.02,0.98,0,0,8,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.1,0.14,0.18,0,0,0,0,0,3,0.5,1,1,1,0.38,0.41,0.5,113.5377,0.1561,0.04,0.22,0.2,0.23,0.35,,JA
PSIC092410Loc_DoubleSound,1,609,-24,Single,Divide,0.34,0.55,0.45,0.46,0.54,0.49,0.82,0.82,0.45,0.55,0.03,0.11,9,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,2,0,0,0.46,0.71,0.83,0.75,0.28,0.29,0.5,1.1448,0.0836,0.03,0.27,0.28,0.11,0.34,,JA
YKIC092911_1Loc_DoubleSound,1,500,-6,Single,Divide,0.34,0.98,0.52,0.1,0.9,0.51,0.81,0.82,0.02,0.98,0.01,0,4,0.05,0.06,0.06,0.08,0.09,0.11,0.12,0.12,0.11,0.11,0.08,0,0,0,0,0,12,0.46,1,1,1,0.37,0.46,0.5,-0.8393,0.2971,0.49,0.27,0.22,0.16,0.34,,JA
YKIC081911Loc_DoubleSound,1,500,-6,Single,Divide,0.33,0.78,0.45,0.27,0.73,0.46,0.82,0.82,0.22,0.78,0,0,6,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0,0,0,0,1,2,0.54,0.67,1,0.79,0.32,0.33,0.5,-0.2915,0.1249,0.22,0.22,0.2,0.26,0.33,,JA
YKIC101211Loc_DoubleSound,1,500,-24,Single,Divide,0.33,0.82,0.5,0.25,0.75,0.46,0.82,0.82,0.18,0.82,0.02,0,3,0.08,0.08,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.08,0.07,0,0,0,0,1,2,0.46,1,1,0.96,0.36,0.38,0.5,6.4117,0.0541,0.47,0.2,0.28,0.2,0.33,,JA
PSIC092310Loc_DoubleSound,1,1100,6,Single,Divide,0.32,0.59,0.47,0.44,0.56,0.49,0.81,0.82,0.41,0.59,0.03,0.01,6,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0,0,0,2,1,0,0.46,0.83,0.96,0.79,0.31,0.3,0.5,0.1383,0.121,0.03,0.22,0.26,0.19,0.32,,JA
PSIC042011Loc_DoubleSound,1,500,-24,Single,Divide,0.31,0.6,0.46,0.42,0.58,0.52,0.82,0.81,0.4,0.6,0.01,0,7,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0,0,0,1,1,0,0.54,0.88,1,0.75,0.31,0.3,0.5,-0.2094,0.0687,0.66,0.27,0.28,0.14,0.31,,JA
YKIC090111_1Loc_DoubleSound,1,500,-6,Single,Divide,0.3,0.51,0.47,0.5,0.5,0.46,0.83,0.82,0.49,0.51,0,0,5,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.08,2,0,0,2,0,0,0.46,1,1,0.75,0.34,0.36,0.5,-0.834,0.4319,0.17,0.25,0.26,0.18,0.3,,JA
